Local authority,Library name,Event date,Name,Main outcome,Secondary outcome,Attendees,Adult Attendees,Child Attendees,Charge
Barnet,Osidge,2019-05-01,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Osidge,2019-05-01,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,18,9,9,0.0
Barnet,South Friern,2019-05-01,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,7,3,4,0.0
Barnet,South Friern,2019-05-01,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,10,5,5,0.0
Barnet,Childs Hill,2019-05-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Childs Hill,2019-05-02,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Colindale,2019-05-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-05-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,31,14,17,0.0
Barnet,Edgware,2019-05-02,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,24,12,12,3.5
Barnet,Edgware,2019-05-02,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,3.5
Barnet,Finchley Church End,2019-05-02,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,39,18,21,3.5
Barnet,Golders Green,2019-05-02,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,North Finchley,2019-05-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,39,19,20,0.0
Barnet,North Finchley,2019-05-02,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,33,16,17,0.0
Barnet,Osidge,2019-05-02,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,33,3,30,0.0
Barnet,South Friern,2019-05-02,Other adult - Age UK,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2019-05-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,29,14,15,0.0
Barnet,Golders Green,2019-05-03,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,14,6,8,0.0
Barnet,Hendon,2019-05-03,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,20,2,18,0.0
Barnet,Hendon,2019-05-03,Boardgames,Healthier and happier lives,Stronger more resilient communities,6,0,6,0.0
Barnet,Colindale,2019-05-04,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,3,3,0,0.0
Barnet,Colindale,2019-05-04,Lego,Healthier and happier lives,,10,5,5,0.0
Barnet,Edgware,2019-05-04,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,South Friern,2019-05-04,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,0,0,0,0.0
Barnet,Burnt Oak,2019-05-07,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Childs Hill,2019-05-07,Other Child 5+ - Gardening club for children,Healthier and happier lives,Stronger more resilient communities,16,5,11,0.0
Barnet,Childs Hill,2019-05-07,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,2,2,0,0.0
Barnet,Childs Hill,2019-05-07,IT,Increased digital access and literacy,Stronger more resilient communities,10,10,0,0.0
Barnet,Chipping Barnet,2019-05-07,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,24,11,13,0.0
Barnet,Colindale,2019-05-07,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-05-07,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,40,20,20,0.0
Barnet,Colindale,2019-05-07,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Colindale,2019-05-07,Other adult - Age UK: Gentle exercise for 55+,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,East Barnet,2019-05-07,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,32,16,16,0.0
Barnet,East Barnet,2019-05-07,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,10,10,0.0
Barnet,Finchley Church End,2019-05-07,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,23,11,12,3.5
Barnet,Finchley Church End,2019-05-07,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,23,11,12,0.0
Barnet,Golders Green,2019-05-07,Other adult - Relax and Color,Healthier and happier lives,Stronger more resilient communities,0,0,0,0.0
Barnet,Golders Green,2019-05-07,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Hendon,2019-05-07,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,North Finchley,2019-05-07,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Osidge,2019-05-07,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,19,10,9,0.0
Barnet,Burnt Oak,2019-05-08,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,4,2,2,0.0
Barnet,Childs Hill,2019-05-08,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,10,5,5,0.0
Barnet,Childs Hill,2019-05-08,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,3,1,2,0.0
Barnet,Childs Hill,2019-05-08,Lego,Healthier and happier lives,,11,5,6,0.0
Barnet,Colindale,2019-05-08,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,16,7,9,3.5
Barnet,Colindale,2019-05-08,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Colindale,2019-05-08,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,14,7,7,3.5
Barnet,Colindale,2019-05-08,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
Barnet,Finchley Church End,2019-05-08,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,14,14,0,0.0
Barnet,Finchley Church End,2019-05-08,Scrabble,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Hendon,2019-05-08,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Hendon,2019-05-08,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,11,4,7,0.0
Barnet,Mill Hill,2019-05-08,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Osidge,2019-05-08,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,19,10,9,0.0
Barnet,Osidge,2019-05-08,IT,Increased digital access and literacy,Stronger more resilient communities,1,1,0,0.0
Barnet,South Friern,2019-05-08,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,12,6,6,0.0
Barnet,South Friern,2019-05-08,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,7,3,4,0.0
Barnet,Childs Hill,2019-05-09,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Childs Hill,2019-05-09,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Colindale,2019-05-09,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,9,11,0.0
Barnet,Colindale,2019-05-09,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,7,7,0,0.0
Barnet,Edgware,2019-05-09,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,1,1,0,0.0
Barnet,Edgware,2019-05-09,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,30,15,15,3.5
Barnet,Edgware,2019-05-09,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,20,9,11,3.5
Barnet,Edgware,2019-05-09,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,20,20,0,0.0
Barnet,North Finchley,2019-05-09,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,34,18,16,0.0
Barnet,Osidge,2019-05-09,Other adult - Read & Relax,Healthier and happier lives,Stronger more resilient communities,0,0,0,0.0
Barnet,South Friern,2019-05-09,Other adult - Age UK,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Finchley Church End,2019-05-10,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,17,8,9,0.0
Barnet,Finchley Church End,2019-05-10,Advice/Surgery,Helping everyone achieve their full potential,Stronger more resilient communities,4,4,0,0.0
Barnet,Golders Green,2019-05-10,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,24,12,12,0.0
Barnet,Hendon,2019-05-10,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Hendon,2019-05-10,Class Visits Primary,Increased reading and literacy,Stronger more resilient communities,20,2,18,0.0
Barnet,Hendon,2019-05-10,Boardgames,Healthier and happier lives,Stronger more resilient communities,10,4,6,0.0
Barnet,Chipping Barnet,2019-05-11,Other adult - Chipping Barnet library Health Fair - Tai Chi,Healthier and happier lives,Stronger more resilient communities,27,27,0,0.0
Barnet,Chipping Barnet,2019-05-11,Other adult - Chipping Barnet library Health Fair - Yoga,Healthier and happier lives,Stronger more resilient communities,16,16,0,0.0
Barnet,Chipping Barnet,2019-05-11,Other adult - Chipping Barnet library Health Fair - Alexander Technique,Healthier and happier lives,Stronger more resilient communities,15,15,0,0.0
Barnet,Chipping Barnet,2019-05-11,Other adult - Chipping Barnet library Health Fair - Mindfulness,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Colindale,2019-05-11,Lego,Healthier and happier lives,,9,4,5,0.0
Barnet,North Finchley,2019-05-11,Lego,Healthier and happier lives,,4,2,2,0.0
Barnet,South Friern,2019-05-11,Knit & Natter/Crafts/Sewing,Healthier and happier lives,,0,0,0,0.0
Barnet,Mill Hill,2019-05-12,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Burnt Oak,2019-05-13,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,6,6,0,0.0
Barnet,Burnt Oak,2019-05-13,Coffee morning/Afternoon tea,Healthier and happier lives,Stronger more resilient communities,15,15,0,0.0
Barnet,Chipping Barnet,2019-05-13,"Other Early Years - Oral Health for under
fives:",Cultural and creative enrichment,Stronger more resilient communities,90,45,45,0.0
Barnet,Chipping Barnet,2019-05-13,Creative Play,Cultural and creative enrichment,Stronger more resilient communities,41,20,21,5.5
Barnet,Chipping Barnet,2019-05-13,Other Early Years - Let's Sing!,Cultural and creative enrichment,Stronger more resilient communities,36,6,30,0.0
Barnet,Chipping Barnet,2019-05-13,Other Early Years - Let's Sing,Healthier and happier lives,Stronger more resilient communities,58,29,29,0.0
Barnet,East Finchley,2019-05-13,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,12,6,6,0.0
Barnet,East Finchley,2019-05-13,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,2,2,0,0.0
Barnet,East Finchley,2019-05-13,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,23,10,13,0.0
Barnet,Edgware,2019-05-13,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,27,14,13,0.0
Barnet,Edgware,2019-05-13,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,31,15,16,0.0
Barnet,Finchley Church End,2019-05-13,Author Talk (adult),Cultural and creative enrichment,Stronger more resilient communities,44,44,0,0.0
Barnet,Finchley Church End,2019-05-13,IT,Increased digital access and literacy,Stronger more resilient communities,2,2,0,0.0
Barnet,Burnt Oak,2019-05-14,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,12,12,0,0.0
Barnet,Childs Hill,2019-05-14,IT,Increased digital access and literacy,Stronger more resilient communities,4,4,0,0.0
Barnet,Chipping Barnet,2019-05-14,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,26,11,15,0.0
Barnet,Colindale,2019-05-14,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,41,20,21,0.0
Barnet,Colindale,2019-05-14,Other adult - Age UK: Gentle exercise for 55+,Healthier and happier lives,Stronger more resilient communities,9,9,0,0.0
Barnet,Colindale,2019-05-14,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Colindale,2019-05-14,IT,Increased digital access and literacy,Stronger more resilient communities,6,6,0,0.0
Barnet,East Barnet,2019-05-14,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,16,8,8,0.0
Barnet,East Barnet,2019-05-14,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,38,19,19,0.0
Barnet,Edgware,2019-05-14,Other adult - Health checks:,Healthier and happier lives,Stronger more resilient communities,0,0,0,0.0
Barnet,Finchley Church End,2019-05-14,Toddler Time,Helping everyone achieve their full potential,Increased reading and literacy,36,18,18,3.5
Barnet,Finchley Church End,2019-05-14,Baby Bounce and Play,Healthier and happier lives,Stronger more resilient communities,31,15,16,3.5
Barnet,Golders Green,2019-05-14,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,4,4,0,0.0
Barnet,Golders Green,2019-05-14,Other adult - Meditation,Healthier and happier lives,Stronger more resilient communities,5,5,0,0.0
Barnet,Hendon,2019-05-14,Conversation Café/Language Session,Healthier and happier lives,Stronger more resilient communities,3,3,0,0.0
Barnet,Hendon,2019-05-14,IT,Increased digital access and literacy,Stronger more resilient communities,7,7,0,0.0
Barnet,Burnt Oak,2019-05-15,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,30,15,15,0.0
Barnet,Childs Hill,2019-05-15,Lego,Healthier and happier lives,,13,5,8,0.0
Barnet,Childs Hill,2019-05-15,Baby Rhyme Time,Healthier and happier lives,Stronger more resilient communities,5,2,3,0.0
Barnet,Childs Hill,2019-05-15,Toddler Read and Rhyme,Helping everyone achieve their full potential,Increased reading and literacy,20,10,10,0.0
Barnet,Chipping Barnet,2019-05-15,Reading Group Adult,Healthier and happier lives,Stronger more resilient communities,8,8,0,0.0
Barnet,Colindale,2019-05-15,Other adult - Age UK: Over 55s Gentle Tai Chi,Healthier and happier lives,Stronger more resilient communities,11,11,0,0.0
